Year,Country,Region,Income_Group,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Overall_Score
2016,PRT,EU + EFTA + North America,4,0.802608926,0.719941962,0.670718067,0.788949272,0.768358022,0.600932139,0.664052392,0.67245946,0.71100253
2016,KOR,East Asia & Pacific,4,0.68332789,0.653796218,0.679833654,0.704267719,0.830676241,0.750328468,0.810434078,0.706666244,0.727416314
2016,ROU,EU + EFTA + North America,3,0.685682172,0.554864209,0.672402961,0.732812033,0.836027156,0.56565648,0.645503258,0.579581594,0.659066233
2016,RUS,Eastern Europe & Central Asia,3,0.400269088,0.406755796,0.492154818,0.440354952,0.564601929,0.471491854,0.517289386,0.33116173,0.453009944
2016,SEN,Sub-Saharan Africa,1,0.670815596,0.545274734,0.520071773,0.615768091,0.67039184,0.56426356,0.568609146,0.426004248,0.572649873
2016,SRB,Eastern Europe & Central Asia,3,0.464574647,0.410049506,0.562131292,0.582470398,0.725790244,0.456923133,0.464197839,0.339989839,0.500765862
2016,SLN,Sub-Saharan Africa,1,0.522129553,0.302492196,0.400189239,0.566376664,0.663907718,0.348572026,0.398734541,0.358108305,0.44506378
2016,SGP,East Asia & Pacific,4,0.745485658,0.925241984,0.674762906,0.689753099,0.933892985,0.895361852,0.847343494,0.825560217,0.817175274
2016,SVN,EU + EFTA + North America,4,0.612063783,0.600410378,0.659837519,0.767375298,0.828212389,0.617264346,0.641581985,0.655427188,0.672771611
2016,ZAF,Sub-Saharan Africa,3,0.611853349,0.550415395,0.608469781,0.627000459,0.625984533,0.539963119,0.606182787,0.519183772,0.586131649
2016,ESP,EU + EFTA + North America,4,0.702235265,0.688490786,0.677973165,0.767127797,0.785371054,0.665395185,0.651228272,0.630787921,0.696076181
2016,LKA,South Asia,2,0.530972664,0.453895642,0.481683914,0.520428139,0.67504435,0.502614203,0.424926442,0.488323241,0.509736074
2016,KNA,Latin America & Caribbean,4,0.66515934,0.675317874,0.458235618,0.736338761,0.816388858,0.663395871,0.714497713,0.578918623,0.663531582
2016,LCA,Latin America & Caribbean,3,0.638376723,0.683846065,0.51977198,0.729646693,0.722220872,0.564920935,0.629031618,0.643840329,0.641456902
2016,VCT,Latin America & Caribbean,3,0.570323945,0.666848217,0.489773727,0.709301567,0.746182188,0.541687794,0.559450115,0.616931669,0.612562403
2016,SUR,Latin America & Caribbean,3,0.522853936,0.559104097,0.448788497,0.534191395,0.638834148,0.471121024,0.51145522,0.539310293,0.528207326
2016,SWE,EU + EFTA + North America,4,0.877200317,0.906587286,0.844268265,0.878914546,0.924342313,0.854548584,0.812385125,0.793270551,0.861439623
2016,TZA,Sub-Saharan Africa,1,0.51631871,0.393715494,0.388147362,0.476111421,0.644978093,0.4174826,0.500724084,0.40661348,0.468011405
2016,THA,East Asia & Pacific,3,0.473595282,0.465400967,0.520949457,0.46631558,0.701243441,0.504259137,0.526945488,0.44966702,0.513547046
2016,TTO,Latin America & Caribbean,4,0.621580435,0.542183973,0.554975229,0.607922146,0.671116375,0.543022275,0.610257879,0.402214203,0.569159064
2016,TUN,Middle East & North Africa,2,0.635218464,0.466067825,0.511948061,0.566005827,0.634960734,0.494870235,0.487104608,0.459122822,0.531912322
2016,TUR,Eastern Europe & Central Asia,3,0.319711333,0.478445165,0.416836236,0.337359622,0.591164999,0.44081859,0.45530121,0.400124875,0.429970254
2016,UGA,Sub-Saharan Africa,1,0.396693221,0.269578976,0.388949117,0.389136461,0.556899387,0.372573141,0.421756223,0.338728092,0.391789327
2016,UKR,Eastern Europe & Central Asia,2,0.45387429,0.362572619,0.551988002,0.633952294,0.648155295,0.395672319,0.472024661,0.397362878,0.489450295
2016,ARE,Middle East & North Africa,4,0.614722028,0.804874443,0.387677839,0.457653326,0.886592365,0.680825517,0.675403739,0.744638966,0.656548528
2016,GBR,EU + EFTA + North America,4,0.854071583,0.820830389,0.836156828,0.807418533,0.854423617,0.786389684,0.753931468,0.756435483,0.808707198
2016,USA,EU + EFTA + North America,4,0.812300123,0.730960098,0.776887226,0.749796404,0.804166228,0.708099612,0.65256687,0.677851385,0.739078493
2016,URY,Latin America & Caribbean,4,0.787881723,0.765329644,0.701025234,0.801814602,0.729067807,0.688977777,0.72958422,0.584904369,0.723573172
2016,UZB,Eastern Europe & Central Asia,2,0.295757044,0.330262315,0.3107125,0.359923207,0.90883711,0.447766543,0.514860967,0.437923929,0.450755452
2016,VEN,Latin America & Caribbean,3,0.177476596,0.245649413,0.322731812,0.334968089,0.479630033,0.214892829,0.292087004,0.134728838,0.275270577
2016,VNM,East Asia & Pacific,2,0.490430749,0.449072615,0.428623093,0.538280369,0.787085995,0.427743943,0.466706844,0.503791675,0.51146691
2016,ZMB,Sub-Saharan Africa,2,0.496078214,0.399150035,0.428715191,0.445831192,0.674417493,0.445482247,0.501715141,0.415896686,0.475910775
2016,ZWE,Sub-Saharan Africa,1,0.258218744,0.286491965,0.295786783,0.282160785,0.673155727,0.347609458,0.459177648,0.361678261,0.370534921
2018,AFG,South Asia,1,0.429199177,0.267863005,0.359378862,0.38565873,0.316059151,0.33567846,0.384540157,0.277761429,0.344517372
2018,ALB,Eastern Europe & Central Asia,3,0.522595831,0.348533167,0.442109851,0.634291779,0.767451748,0.426009125,0.454724378,0.466650822,0.507795838
2018,ATG,Latin America & Caribbean,4,0.593853371,0.600150183,0.530369878,0.697916392,0.786910667,0.508872488,0.715157662,0.585123852,0.627294312
2018,ARG,Latin America & Caribbean,3,0.634841009,0.530343752,0.644370482,0.721029257,0.610548895,0.500504588,0.579196046,0.434392951,0.581903372
2018,AUS,East Asia & Pacific,4,0.838091903,0.8261528,0.802005958,0.805327488,0.861368873,0.846273319,0.752564815,0.736407831,0.808524123
2018,AUT,EU + EFTA + North America,4,0.833642716,0.838212221,0.717901386,0.850576747,0.901622188,0.81407144,0.787218754,0.767322653,0.813821013
2018,BHS,Latin America & Caribbean,4,0.605847326,0.637441655,0.480501824,0.662850606,0.723219354,0.479393123,0.600869611,0.626283989,0.602050936
2018,BGD,South Asia,2,0.421082929,0.353711757,0.460466535,0.335467689,0.575502979,0.419955054,0.371217079,0.335336956,0.409092622
2018,BRB,Latin America & Caribbean,4,0.658305927,0.676824195,0.493125157,0.774164041,0.751708426,0.602999867,0.65209834,0.590810797,0.650004594
2018,BLR,Eastern Europe & Central Asia,3,0.3408192,0.54178628,0.34565537,0.46600447,0.823471823,0.492611767,0.593458709,0.496849877,0.512582187
2018,BEL,EU + EFTA + North America,4,0.814205398,0.779854507,0.753072102,0.82819512,0.784420124,0.768715956,0.734387158,0.724036433,0.77336085
2018,BLZ,Latin America & Caribbean,3,0.467966604,0.436245592,0.435980049,0.532388284,0.729490469,0.385343995,0.473776594,0.331546743,0.474092291
2018,BOL,Latin America & Caribbean,2,0.363968567,0.259454725,0.447740714,0.455767224,0.578673839,0.406914627,0.336133073,0.209000595,0.382206671
2018,BIH,Eastern Europe & Central Asia,3,0.463895406,0.432708345,0.481059823,0.590813668,0.756166766,0.496947812,0.499585142,0.510217274,0.52892428
2018,BWA,Sub-Saharan Africa,3,0.551243111,0.623962956,0.455990496,0.566770402,0.728909051,0.576856691,0.605592844,0.553564263,0.582861227
2018,BRA,Latin America & Caribbean,3,0.577884584,0.464655488,0.613459319,0.565744564,0.652933119,0.520500524,0.528879079,0.370120368,0.536772131
2018,BGR,EU + EFTA + North America,3,0.453753679,0.412715492,0.552223112,0.597640084,0.73715988,0.530873748,0.56318966,0.405802069,0.531669716
2018,BFA,Sub-Saharan Africa,1,0.528995519,0.439422034,0.457508361,0.597268735,0.633757343,0.45222484,0.48841674,0.45488155,0.50655939
2018,KHM,East Asia & Pacific,2,0.318647563,0.247708256,0.230272684,0.37893022,0.660336916,0.269646171,0.198362642,0.269378453,0.321660363
2018,CMR,Sub-Saharan Africa,2,0.391132651,0.250961182,0.334848136,0.426353563,0.494462695,0.382427868,0.369506296,0.276136232,0.365728578
2018,CAN,EU + EFTA + North America,4,0.843058473,0.832935049,0.815755175,0.824998961,0.907841932,0.793686209,0.718164579,0.741071118,0.809688937
2018,CHL,Latin America & Caribbean,4,0.711414209,0.685469025,0.711010486,0.729006808,0.680354907,0.622788045,0.629143918,0.555075071,0.665532809
2018,CHN,East Asia & Pacific,3,0.399623992,0.546812894,0.446150643,0.311561442,0.797879919,0.480411191,0.538030192,0.477925897,0.499799521
2018,COL,Latin America & Caribbean,3,0.530673329,0.406503381,0.625759297,0.555006732,0.569645157,0.510378161,0.487435296,0.34264592,0.503505909
2018,CRI,Latin America & Caribbean,3,0.785199269,0.678647247,0.717167563,0.776809833,0.693187966,0.636979959,0.626707064,0.556000895,0.683837475
2018,CIV,Sub-Saharan Africa,2,0.437447712,0.395148832,0.374666981,0.460903129,0.679023762,0.505877906,0.518752963,0.392520445,0.470542716
2018,HRV,EU + EFTA + North America,3,0.592940949,0.595005456,0.62460044,0.668401782,0.812452825,0.515913966,0.573231914,0.505663638,0.611026371
2018,CZE,EU + EFTA + North America,4,0.74213172,0.654845621,0.663227383,0.79907981,0.904206483,0.672047607,0.723718775,0.741139683,0.737549635
2018,DNK,EU + EFTA + North America,4,0.943290583,0.951781444,0.864769412,0.90187292,0.924236833,0.869950333,0.861928589,0.816852899,0.891835377
2018,DMA,Latin America & Caribbean,3,0.566272315,0.645775861,0.499123032,0.667841463,0.746690668,0.516905042,0.601825217,0.535600095,0.597504212
2018,DOM,Latin America & Caribbean,3,0.452703613,0.369013396,0.524054973,0.588000268,0.605691162,0.401233022,0.454421088,0.327003017,0.465265067
2018,ECU,Latin America & Caribbean,3,0.42642442,0.419260699,0.493818849,0.506660706,0.625915043,0.449801369,0.45961519,0.381207624,0.470337987
2018,EGY,Middle East & North Africa,2,0.327360647,0.398652932,0.25016792,0.301508107,0.510431367,0.311363881,0.376325715,0.416685996,0.361562071
2018,SLV,Latin America & Caribbean,2,0.476856561,0.424935501,0.5214998,0.533484193,0.599647654,0.486303942,0.497786124,0.298135648,0.479831178
2018,EST,EU + EFTA + North America,4,0.835676146,0.789032555,0.790519149,0.82264057,0.897824328,0.771778656,0.78474706,0.678971019,0.796398685
2018,ETH,Sub-Saharan Africa,1,0.327862593,0.457254315,0.280574988,0.308306161,0.602905088,0.310820962,0.389689493,0.339706108,0.377139963
2018,FIN,EU + EFTA + North America,4,0.919865273,0.891050296,0.864815061,0.908881117,0.923127828,0.809922742,0.795556793,0.846409428,0.869953567
2018,FRA,EU + EFTA + North America,4,0.760901846,0.746365322,0.798962014,0.721899199,0.747021651,0.769952231,0.702179399,0.646989374,0.73678388
2018,GEO,Eastern Europe & Central Asia,2,0.566335836,0.711478889,0.569034417,0.610386203,0.788799779,0.580145158,0.543261174,0.507645784,0.609635905
2018,DEU,EU + EFTA + North America,4,0.859429403,0.825203817,0.792457493,0.850802072,0.87662489,0.846119621,0.854296841,0.774362068,0.834912026
2018,GHA,Sub-Saharan Africa,2,0.7188602,0.417213577,0.524507663,0.675375868,0.699785978,0.557578217,0.624389794,0.5148001,0.591563925
2018,GRC,EU + EFTA + North America,4,0.680762426,0.551963574,0.599923372,0.630866036,0.715322826,0.543328199,0.568275113,0.526566867,0.602126052
2018,GRD,Latin America & Caribbean,3,0.605266905,0.658855606,0.499333394,0.632083633,0.790530779,0.545653698,0.589236544,0.562612328,0.610446611
2018,GTM,Latin America & Caribbean,2,0.539713953,0.354299216,0.487191653,0.548270926,0.579437375,0.352492111,0.346954375,0.30465964,0.439127406
2018,GUY,Latin America & Caribbean,3,0.551301111,0.460517048,0.461386937,0.549078135,0.619037277,0.466093872,0.513913755,0.398073066,0.50242515
2018,HND,Latin America & Caribbean,2,0.390543697,0.341134811,0.427538281,0.428002539,0.611313604,0.373456621,0.405345718,0.243694045,0.402628665
2018,HKG,East Asia & Pacific,4,0.66236385,0.834046511,0.746353133,0.673774831,0.924278156,0.811205012,0.772447311,0.720406197,0.768109375
2018,HUN,EU + EFTA + North America,4,0.436549058,0.508344795,0.490103545,0.589516697,0.902526012,0.463349796,0.501399032,0.474805515,0.545824306
2018,IND,South Asia,2,0.627968376,0.452784055,0.625741016,0.515635715,0.590861079,0.485024562,0.419363364,0.424654606,0.517754097
2018,IDN,East Asia & Pacific,2,0.64467652,0.371988407,0.535058909,0.505959549,0.744502078,0.527923933,0.450666779,0.354256533,0.516879088
2018,IRN,Middle East & North Africa,3,0.432521201,0.525109775,0.365942155,0.303209104,0.733689287,0.471647102,0.52112333,0.450576667,0.475477328
2018,ITA,EU + EFTA + North America,4,0.705580111,0.623459077,0.637606701,0.706631205,0.744096736,0.570081436,0.555602031,0.643290252,0.648293443
2018,JAM,Latin America & Caribbean,3,0.623465889,0.548348958,0.585898793,0.626946983,0.620943791,0.562145741,0.543813148,0.498769452,0.576291594
2018,JPN,East Asia & Pacific,4,0.742511836,0.846222186,0.699767371,0.75615796,0.914657679,0.801950481,0.786521263,0.738744295,0.785816634
2018,JOR,Middle East & North Africa,2,0.558600233,0.656778794,0.451431175,0.512867345,0.781557229,0.591208123,0.618132696,0.602831002,0.596675825
2018,KAZ,Eastern Europe & Central Asia,3,0.454916183,0.45382473,0.481594593,0.448863901,0.783410468,0.516674188,0.562460611,0.409442028,0.513898338
2018,KEN,Sub-Saharan Africa,2,0.489870791,0.290215485,0.48776242,0.456790959,0.571501483,0.441295341,0.459639646,0.380040312,0.447139555
2018,KGZ,Eastern Europe & Central Asia,2,0.480880364,0.292704887,0.562677185,0.500350468,0.742200023,0.426731319,0.464881769,0.318560166,0.473623273
2018,LBN,Middle East & North Africa,3,0.492994089,0.385333826,0.439351169,0.49469454,0.65801488,0.440444302,0.474624331,0.367131494,0.469073579
2018,LBR,Sub-Saharan Africa,1,0.548654339,0.281519961,0.478983588,0.558103658,0.594138714,0.422645097,0.430972381,0.308719343,0.452967135
2018,MDG,Sub-Saharan Africa,1,0.450291621,0.283395997,0.459569007,0.483644164,0.71674689,0.34478093,0.393033877,0.357573418,0.436129488
2018,MWI,Sub-Saharan Africa,1,0.565603108,0.413871783,0.446879641,0.580810762,0.682489689,0.425602507,0.541202459,0.429670382,0.510766291
2018,MYS,East Asia & Pacific,3,0.488004236,0.558586974,0.389414794,0.471548617,0.772739572,0.499368502,0.55791428,0.545343914,0.535365111
2018,MEX,Latin America & Caribbean,3,0.461603451,0.308272778,0.609076395,0.522418938,0.588468556,0.43995165,0.404197532,0.303514074,0.454687922
2018,MDA,Eastern Europe & Central Asia,2,0.443946703,0.32187842,0.572245986,0.538958475,0.80152126,0.419914699,0.465888543,0.355205572,0.489944957
2018,MNG,East Asia & Pacific,2,0.547082487,0.438917397,0.49101581,0.585524893,0.781067438,0.474756764,0.533911766,0.498535588,0.543851518
2018,MAR,Middle East & North Africa,2,0.548554982,0.470592479,0.444990639,0.454942926,0.689330212,0.542990629,0.543493066,0.373597397,0.508561541
2018,MMR,East Asia & Pacific,2,0.46137233,0.465096589,0.321876724,0.305835547,0.704285634,0.456067346,0.36571124,0.287208744,0.420931769
2018,NPL,South Asia,1,0.611798036,0.414965796,0.524054005,0.531879745,0.727414983,0.495857673,0.466181673,0.430942568,0.52538681
2018,NLD,EU + EFTA + North America,4,0.882740592,0.860273545,0.844968124,0.850701937,0.846998702,0.876575211,0.871460018,0.799131195,0.854106165
2018,NZL,East Asia & Pacific,4,0.849486362,0.876053138,0.813226351,0.813319148,0.889107345,0.848840474,0.787733851,0.736276166,0.826755354
2018,NIC,Latin America & Caribbean,2,0.319736917,0.381282554,0.410307291,0.473209983,0.702914702,0.452189169,0.392845334,0.342157038,0.434330373
2018,NGA,Sub-Saharan Africa,2,0.546868005,0.322194963,0.441823109,0.473380536,0.366708769,0.426055403,0.499041991,0.417964205,0.436754623
2018,MKD,Eastern Europe & Central Asia,3,0.450885379,0.470395467,0.489532674,0.542032642,0.784137787,0.460370802,0.563247896,0.466663556,0.528408275
2018,NOR,EU + EFTA + North America,4,0.938463533,0.93397277,0.880289261,0.881024873,0.926135701,0.865277267,0.850921782,0.825612057,0.887712155
2018,PAK,South Asia,2,0.529670948,0.331922647,0.450386982,0.403794084,0.315100452,0.352868886,0.370866427,0.379617832,0.391778532
2018,PAN,Latin America & Caribbean,3,0.527286387,0.446483751,0.592913632,0.592264878,0.66732132,0.524028956,0.482317183,0.328100044,0.520089519
2018,PER,Latin America & Caribbean,3,0.650156478,0.378584247,0.561959296,0.653847077,0.63908012,0.495725922,0.440575014,0.356915794,0.522105493
2018,PHL,East Asia & Pacific,2,0.549178611,0.465003229,0.516849393,0.420752963,0.511126511,0.510244557,0.467085163,0.310407162,0.468830948
2018,POL,EU + EFTA + North America,4,0.614191327,0.719719037,0.657710351,0.656583072,0.851498769,0.608878312,0.640935948,0.615986848,0.670687958
2018,PRT,EU + EFTA + North America,4,0.802783005,0.737827769,0.67651281,0.793090222,0.786954814,0.611895327,0.692065225,0.640539296,0.717708559
2018,KOR,East Asia & Pacific,4,0.699770591,0.666974513,0.687767212,0.70567278,0.841507048,0.722986427,0.740350165,0.697197077,0.720278227
2018,ROU,EU + EFTA + North America,3,0.663331032,0.576425984,0.658965618,0.719927558,0.838853339,0.5569357,0.646096028,0.574570745,0.654388251
2018,RUS,Eastern Europe & Central Asia,3,0.392217752,0.426293174,0.481637523,0.441089831,0.650759669,0.483794619,0.531076791,0.334527561,0.467674615
2018,SEN,Sub-Saharan Africa,1,0.584625911,0.532995306,0.443873999,0.587855459,0.685101474,0.565710193,0.564920677,0.432260632,0.549667957
2018,SRB,Eastern Europe & Central Asia,3,0.423963293,0.429198168,0.485731589,0.562443092,0.774848512,0.472754426,0.491049957,0.355561199,0.499443779
2018,SLE,Sub-Saharan Africa,1,0.524433441,0.342328782,0.415768281,0.518788016,0.662385828,0.374399609,0.413583297,0.38031791,0.454000646
2018,SGP,East Asia & Pacific,4,0.70227388,0.909536485,0.647783674,0.695585852,0.928347468,0.870760654,0.813137183,0.799797873,0.795902884
2018,SVN,EU + EFTA + North America,4,0.632857894,0.631289584,0.670100366,0.742173087,0.891420133,0.631034041,0.585911228,0.579791316,0.670572206
2018,ZAF,Sub-Saharan Africa,3,0.613607062,0.534841841,0.62458829,0.630474758,0.624586869,0.546861666,0.606746732,0.522823042,0.588066282
2018,ESP,EU + EFTA + North America,4,0.709905744,0.709173682,0.690607788,0.77153858,0.782148077,0.662492888,0.659663729,0.635074107,0.702575574
2018,LKA,South Asia,2,0.560849535,0.475366837,0.490145318,0.532175868,0.717119608,0.483449422,0.448207433,0.483225925,0.523817493
2018,KNA,Latin America & Caribbean,4,0.676231186,0.687059964,0.424879124,0.745474004,0.816420622,0.612115474,0.735903178,0.584383203,0.660308344
2018,LCA,Latin America & Caribbean,3,0.620254226,0.655107129,0.518143554,0.675828509,0.715430019,0.576028229,0.675527918,0.586103383,0.627802871
2018,VCT,Latin America & Caribbean,3,0.568655148,0.676298425,0.493522873,0.703714981,0.746169954,0.521285037,0.570315886,0.59925347,0.609901972
2018,SUR,Latin America & Caribbean,3,0.468625244,0.57063689,0.358912016,0.521375302,0.648711178,0.475158427,0.501627232,0.516702114,0.50771855
2018,SWE,EU + EFTA + North America,4,0.881671388,0.91357547,0.854564966,0.870644693,0.926143769,0.850245327,0.809462332,0.800634797,0.863367843
2018,TZA,Sub-Saharan Africa,1,0.521017533,0.40455276,0.38174693,0.478056516,0.66835059,0.400688257,0.504356796,0.393893103,0.469082811
2018,THA,East Asia & Pacific,3,0.465923026,0.492253172,0.484581523,0.467668973,0.6915634,0.49999554,0.532800476,0.401599196,0.504548163
2018,TTO,Latin America & Caribbean,4,0.627300598,0.496584504,0.573291876,0.591056655,0.670794172,0.52035524,0.590068573,0.387311315,0.557095367
2018,TUN,Middle East & North Africa,2,0.599138794,0.485688288,0.497389362,0.565144123,0.687761276,0.515089432,0.490350148,0.429587226,0.533768581
2018,TUR,Eastern Europe & Central Asia,3,0.298179906,0.498929735,0.418982277,0.318568042,0.520928345,0.443289266,0.437341402,0.397016102,0.416654384
2018,UGA,Sub-Saharan Africa,1,0.41640034,0.255848739,0.382782111,0.401592384,0.557692954,0.409040567,0.452782179,0.339977918,0.402014649
2018,UKR,Eastern Europe & Central Asia,2,0.454092313,0.342562604,0.549920767,0.593681496,0.734237031,0.416270407,0.513637003,0.373631934,0.497254194
2018,ARE,Middle East & North Africa,4,0.582036849,0.761694164,0.385247978,0.473522263,0.903440684,0.690301373,0.682732974,0.692262544,0.646404854
2018,GBR,EU + EFTA + North America,4,0.842218823,0.823842445,0.812363597,0.806539671,0.841529224,0.842784365,0.751223694,0.740970486,0.807684038
2018,USA,EU + EFTA + North America,4,0.774066846,0.754920002,0.765839369,0.720201203,0.788077657,0.720809358,0.66829942,0.654719055,0.730866614
2018,URY,Latin America & Caribbean,4,0.75617603,0.757083507,0.710521825,0.778675097,0.71281622,0.685497492,0.737288406,0.541293431,0.709919001
2018,UZB,Eastern Europe & Central Asia,2,0.324167557,0.34244845,0.304073933,0.382863577,0.922798249,0.459448321,0.489455876,0.449645815,0.459362722
2018,VEN,Latin America & Caribbean,3,0.176434686,0.295978223,0.300883989,0.355749746,0.472404438,0.218810735,0.32718905,0.142908254,0.28629489
2018,VNM,East Asia & Pacific,2,0.464608598,0.438339491,0.444632714,0.500775064,0.772171186,0.449720624,0.444892197,0.491125702,0.500783197
2018,ZMB,Sub-Saharan Africa,2,0.472941694,0.424252919,0.417063996,0.432531888,0.694134972,0.43213505,0.489121281,0.41549052,0.47220904
2018,ZWE,Sub-Saharan Africa,1,0.276658019,0.284628958,0.301142887,0.291917164,0.666850527,0.351832424,0.433442727,0.37562273,0.37276193
2019,AFG,South Asia,1,0.434391489,0.276567765,0.372315781,0.395321387,0.295795739,0.350217655,0.376368762,0.280142027,0.347640076
2019,ALB,Eastern Europe & Central Asia,3,0.485587802,0.35158673,0.462978125,0.612648218,0.790235644,0.436254056,0.443562904,0.465752657,0.506075767
2019,DZA,Middle East & North Africa,3,0.483250857,0.450480602,0.409719146,0.476497879,0.722973314,0.518435411,0.554333896,0.431243723,0.505866854
2019,AGO,Sub-Saharan Africa,2,0.389633429,0.422171066,0.320572077,0.382315252,0.57461785,0.416931537,0.444091144,0.350709273,0.412630203
2019,ATG,Latin America & Caribbean,4,0.612133775,0.609443153,0.523773632,0.692874456,0.783489769,0.579094514,0.661705631,0.561137653,0.627956573
2019,ARG,Latin America & Caribbean,4,0.622461476,0.521666594,0.630425184,0.703696348,0.61808704,0.523853487,0.583745406,0.454825188,0.58234509
2019,AUS,East Asia & Pacific,4,0.830015156,0.813418683,0.818181658,0.794385706,0.871324607,0.814883735,0.764369416,0.733057844,0.804954601
2019,AUT,EU + EFTA + North America,4,0.841268008,0.842323911,0.722554273,0.853713432,0.899459231,0.841780401,0.781431001,0.795945423,0.82230946
2019,BHS,Latin America & Caribbean,4,0.609316692,0.65188578,0.503066073,0.663856337,0.749554103,0.508180409,0.575707653,0.62473346,0.610787563
2019,BGD,South Asia,2,0.419175051,0.368183808,0.439975104,0.330638131,0.610107317,0.423705767,0.390113742,0.336153038,0.414756495
2019,BRB,Latin America & Caribbean,4,0.646426195,0.68247875,0.521032309,0.739687096,0.764991836,0.624912416,0.653548166,0.575055876,0.65101658
2019,BLR,Eastern Europe & Central Asia,3,0.361038614,0.553086481,0.363474933,0.466850963,0.806931949,0.504957074,0.596244254,0.482785105,0.516921172
2019,BEL,EU + EFTA + North America,4,0.828643918,0.79769743,0.768441537,0.841185515,0.814639872,0.811747728,0.755480482,0.715894276,0.791716345
2019,BLZ,Latin America & Caribbean,3,0.461357522,0.439209681,0.448454639,0.486930735,0.728390515,0.415769593,0.502214913,0.338999162,0.477665845
2019,BEN,Sub-Saharan Africa,1,0.544623013,0.37847524,0.391418382,0.564344358,0.782034622,0.505130621,0.382064973,0.441612218,0.498712928
2019,BOL,Latin America & Caribbean,2,0.360779821,0.261933568,0.417960887,0.466953778,0.589155447,0.40193538,0.349368312,0.208164083,0.38203141
2019,BIH,Eastern Europe & Central Asia,3,0.448442122,0.440722273,0.474837096,0.594182131,0.764205967,0.489314951,0.508650548,0.502378338,0.527841678
2019,BWA,Sub-Saharan Africa,3,0.582991434,0.600396525,0.482907563,0.578299924,0.714003956,0.598126511,0.600294795,0.567471176,0.590561486
2019,BRA,Latin America & Caribbean,3,0.561407748,0.454634479,0.619769344,0.546586838,0.646536338,0.517687407,0.549113057,0.348745267,0.53056006
2019,BGR,EU + EFTA + North America,3,0.456883639,0.435290577,0.537937424,0.602670131,0.768770661,0.542287297,0.560024104,0.449905231,0.544221133
2019,BFA,Sub-Saharan Africa,1,0.552968723,0.437980034,0.459174898,0.572393796,0.66371848,0.462574816,0.458377034,0.465184812,0.509046574
2019,KHM,East Asia & Pacific,2,0.288369776,0.244034457,0.266075485,0.347113572,0.663561357,0.291539601,0.232411845,0.25397065,0.323384593
2019,CMR,Sub-Saharan Africa,2,0.385204869,0.271058196,0.34452778,0.391966588,0.535657735,0.412639419,0.385482466,0.281823512,0.376045071
2019,CAN,EU + EFTA + North America,4,0.846431432,0.828720251,0.809809298,0.82784136,0.90915515,0.811161572,0.701799356,0.734153349,0.808633971
2019,CHL,Latin America & Caribbean,4,0.723621951,0.69597205,0.721725472,0.730971835,0.676115788,0.653290988,0.633628055,0.56834314,0.67545866
2019,CHN,East Asia & Pacific,3,0.326486012,0.551160379,0.417567057,0.316983262,0.790286834,0.478625606,0.541628669,0.466780038,0.486189732
2019,COL,Latin America & Caribbean,3,0.527558722,0.384214154,0.63140387,0.529971561,0.587518974,0.499852679,0.48020424,0.329939948,0.496333018
2019,COD,Sub-Saharan Africa,1,0.318343693,0.182328008,0.316973704,0.369720778,0.478381327,0.367029451,0.36080577,0.274598716,0.333522681
2019,CRI,Latin America & Caribbean,3,0.780397879,0.67521849,0.707017343,0.777769217,0.692054474,0.67983546,0.624262687,0.550701651,0.68590715
2019,CIV,Sub-Saharan Africa,2,0.408948929,0.374026444,0.370333033,0.462094505,0.684188808,0.520986035,0.515157464,0.378792689,0.464315988
2019,HRV,EU + EFTA + North America,4,0.576000565,0.570607565,0.60762353,0.648420206,0.821843047,0.549254453,0.579103753,0.505897519,0.60734383
2019,CZE,EU + EFTA + North America,4,0.734077135,0.640572736,0.660471698,0.78353684,0.899481768,0.702992878,0.696511196,0.699129498,0.727096718
2019,DNK,EU + EFTA + North America,4,0.94551945,0.945795083,0.859314325,0.916214152,0.930507916,0.898992663,0.866880626,0.830299278,0.899190437
2019,DMA,Latin America & Caribbean,3,0.533095982,0.603062682,0.501976749,0.643407273,0.757059783,0.51836163,0.587547748,0.547821966,0.586541727
2019,DOM,Latin America & Caribbean,3,0.452404685,0.385262492,0.513296733,0.563433769,0.628862644,0.392262853,0.433339401,0.338592448,0.463431878
2019,ECU,Latin America & Caribbean,3,0.461288627,0.405141574,0.506203923,0.488577414,0.624439425,0.490692787,0.483676257,0.346519658,0.475817458
2019,EGY,Middle East & North Africa,2,0.291864061,0.401452187,0.224007023,0.293113586,0.508281943,0.354107427,0.381488701,0.406851901,0.357645854
2019,SLV,Latin America & Caribbean,2,0.470729605,0.398453392,0.51040046,0.524251379,0.631892056,0.487476059,0.513572469,0.288158819,0.47811678
2019,EST,EU + EFTA + North America,4,0.838443708,0.80130705,0.796119571,0.825606759,0.891711316,0.79011449,0.801403681,0.710258061,0.806870579
2019,ETH,Sub-Saharan Africa,1,0.334032521,0.46319971,0.281930553,0.293468423,0.644765602,0.358892505,0.406372905,0.332937065,0.389449911
2019,FIN,EU + EFTA + North America,4,0.921312831,0.892573337,0.867216008,0.919000979,0.920767951,0.835473892,0.799692908,0.843293937,0.87491648
2019,FRA,EU + EFTA + North America,4,0.740871442,0.749295556,0.786211675,0.741499178,0.765125158,0.771660792,0.707572669,0.630150199,0.736548334
